symbol,name,exchange,gatewayName,productClass,size,priceTick,longMarginRatio,shortMarginRatio
l1709,线型低密度聚乙烯1709,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
l1708,线型低密度聚乙烯1708,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
SPC i1801&jm1709,SPC i1801&jm1709,DCE,CTP,组合,0,0.5,0.0,0.0
l1707,线型低密度聚乙烯1707,DCE,CTP,期货,5,5.0,0.2,0.2
l1706,聚乙烯1706,DCE,CTP,期货,5,5.0,0.05,0.05
cu1711P35500,cu1711P35500,INE,CTP,期权,5,1.0,,
cu1707C29500,cu1707C29500,INE,CTP,期权,5,1.0,,
cu1711C40500,cu1711C40500,INE,CTP,期权,5,1.0,,
au1708P80,au1708P80,INE,CTP,期权,1000,0.01,,
SPD SF707&SF712,跨期套利-SF707/SF712,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD RM801&RM805,跨期套利-RM801/RM805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD SF707&SF710,跨期套利-SF707/SF710,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SF707&SF711,跨期套利-SF707/SF711,CZCE,CTP,组合,1,2.0,0.0,0.0
au1708C145,au1708C145,INE,CTP,期权,1000,0.01,,
au1708P150,au1708P150,INE,CTP,期权,1000,0.01,,
au1708C140,au1708C140,INE,CTP,期权,1000,0.01,,
au1708P155,au1708P155,INE,CTP,期权,1000,0.01,,
cu1710C42000,cu1710C42000,INE,CTP,期权,5,1.0,,
SP jm1709&jm1709,SP jm1709&jm1709,DCE,CTP,组合,0,0.5,0.0,0.0
SPC i1801&jm1705,SPC i1801&jm1705,DCE,CTP,组合,0,0.5,0.0,0.0
m1709-C-2950,m1709-C-2950,DCE,CTP,期权,10,0.5,0.0,0.0
SP cs1707&cs1709,SP cs1707&cs1709,DCE,CTP,组合,0,1.0,0.0,0.0
SPD LR709&LR711,跨期套利-LR709/LR711,CZCE,CTP,组合,1,1.0,0.0,0.0
SR709P6700,白糖709卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
m1709-C-2400,m1709-C-2400,DCE,CTP,期权,10,0.5,0.0,0.0
m1708-C-3100,m1708-C-3100,DCE,CTP,期权,10,0.5,0.0,0.0
SP c1711&c1801,SP c1711&c1801,DCE,CTP,组合,0,1.0,0.0,0.0
SR709C7200,白糖709买权,CZCE,CTP,期权,10,0.5,0.0,0.0
c1805,黄玉米1805,DCE,CTP,期货,10,1.0,0.06999999999999999,0.06999999999999999
SPD SM801&SM803,跨期套利-SM801/SM803,CZCE,CTP,组合,1,2.0,0.0,0.0
SPC c1711&cs1705,SPC c1711&cs1705,DCE,CTP,组合,0,1.0,0.0,0.0
SP cs1801&cs1805,SP cs1801&cs1805,DCE,CTP,组合,0,1.0,0.0,0.0
c1801,黄玉米1801,DCE,CTP,期货,10,1.0,0.06999999999999999,0.06999999999999999
c1803,黄玉米1803,DCE,CTP,期货,10,1.0,0.06999999999999999,0.06999999999999999
SR801P6400,白糖801卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPC c1711&cs1709,SPC c1711&cs1709,DCE,CTP,组合,0,1.0,0.0,0.0
SPD WH711&WH801,跨期套利-WH711/WH801,CZCE,CTP,组合,1,1.0,0.0,0.0
cu1709P49000,cu1709P49000,INE,CTP,期权,5,1.0,,
m1801-P-2750,m1801-P-2750,DCE,CTP,期权,10,0.5,0.0,0.0
SPD LR707&LR709,跨期套利-LR707/LR709,CZCE,CTP,组合,1,1.0,0.0,0.0
cu1709P46500,cu1709P46500,INE,CTP,期权,5,1.0,,
SP a1801&a1807,SP a1801&a1807,DCE,CTP,组合,0,1.0,0.0,0.0
SR803P7000,白糖803卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD TA711&TA802,跨期套利-TA711/TA802,CZCE,CTP,组合,1,2.0,0.0,0.0
SR811C5700,白糖811买权,CZCE,CTP,期权,10,0.5,0.0,0.0
au1710P110,au1710P110,INE,CTP,期权,1000,0.01,,
SPD FG706&FG805,跨期套利-FG706/FG805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG706&FG804,跨期套利-FG706/FG804,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG706&FG803,跨期套利-FG706/FG803,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG706&FG802,跨期套利-FG706/FG802,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD SM709&SM710,跨期套利-SM709/SM710,CZCE,CTP,组合,1,2.0,0.0,0.0
CF711,一号棉花711,CZCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
SP m1707&m1712,SP m1707&m1712,DCE,CTP,组合,0,1.0,0.0,0.0
TA802,精对苯二甲酸802,CZCE,CTP,期货,5,2.0,0.06,0.06
m1803-P-2900,m1803-P-2900,DCE,CTP,期权,10,0.5,0.0,0.0
SP i1709&i1709,SP i1709&i1709,DCE,CTP,组合,0,0.5,0.0,0.0
m1708-P-3000,m1708-P-3000,DCE,CTP,期权,10,0.5,0.0,0.0
TA803,精对苯二甲酸803,CZCE,CTP,期货,5,2.0,0.06,0.06
SPD SF708&SF802,跨期套利-SF708/SF802,CZCE,CTP,组合,1,2.0,0.0,0.0
m1803-P-3050,m1803-P-3050,DCE,CTP,期权,10,0.5,0.0,0.0
au1708P65,au1708P65,INE,CTP,期权,1000,0.01,,
SPC l1709&v1801,SPC l1709&v1801,DCE,CTP,组合,0,5.0,0.0,0.0
SPD ZC707&ZC803,跨期套利-ZC707/ZC803,CZCE,CTP,组合,1,0.2,0.0,0.0
SPD FG707&FG710,跨期套利-FG707/FG710,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG707&FG711,跨期套利-FG707/FG711,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD ZC707&ZC806,跨期套利-ZC707/ZC806,CZCE,CTP,组合,1,0.2,0.0,0.0
SPD ZC707&ZC804,跨期套利-ZC707/ZC804,CZCE,CTP,组合,1,0.2,0.0,0.0
SPD ZC707&ZC805,跨期套利-ZC707/ZC805,CZCE,CTP,组合,1,0.2,0.0,0.0
m1708-C-2500,m1708-C-2500,DCE,CTP,期权,10,0.5,0.0,0.0
b1709,黄大豆2号1709,DCE,CTP,期货,10,1.0,0.05,0.05
SR807P7000,白糖807卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
au1708C95,au1708C95,INE,CTP,期权,1000,0.01,,
SPD FG706&FG710,跨期套利-FG706/FG710,CZCE,CTP,组合,1,1.0,0.0,0.0
m1711-C-3000,m1711-C-3000,DCE,CTP,期权,10,0.5,0.0,0.0
au1708C90,au1708C90,INE,CTP,期权,1000,0.01,,
SPD PM709&PM805,跨期套利-PM709/PM805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD PM709&PM801,跨期套利-PM709/PM801,CZCE,CTP,组合,1,1.0,0.0,0.0
cu1707C43000,cu1707C43000,INE,CTP,期权,5,1.0,,
SR805,白砂糖805,CZCE,CTP,期货,10,1.0,0.05,0.05
agefp,agefp,SHFE,CTP,未知,15,1.0,0.0,0.0
SR807,白砂糖807,CZCE,CTP,期货,10,1.0,0.05,0.05
SR801,白砂糖801,CZCE,CTP,期货,10,1.0,0.05,0.05
SR801C6100,白糖801买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SR803,白砂糖803,CZCE,CTP,期货,10,1.0,0.05,0.05
TA801,精对苯二甲酸801,CZCE,CTP,期货,5,2.0,0.06,0.06
m1712-P-3150,m1712-P-3150,DCE,CTP,期权,10,0.5,0.0,0.0
SR809,白砂糖809,CZCE,CTP,期货,10,1.0,0.05,0.05
IPS SF706&SM706,跨品种套利-SF706/SM7,CZCE,CTP,组合,1,2.0,0.0,0.0
wr1710,线材1710,SHFE,CTP,期货,10,1.0,0.2,0.2
SR803P6600,白糖803卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
m1711-C-3150,m1711-C-3150,DCE,CTP,期权,10,0.5,0.0,0.0
cu1707P45500,cu1707P45500,INE,CTP,期权,5,1.0,,
SPD RI801&RI805,跨期套利-RI801/RI805,CZCE,CTP,组合,1,1.0,0.0,0.0
SR807C6000,白糖807买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD MA711&MA802,跨期套利-MA711/MA802,CZCE,CTP,组合,1,1.0,0.0,0.0
FG709,玻璃709,CZCE,CTP,期货,20,1.0,0.06999999999999999,0.06999999999999999
FG708,玻璃708,CZCE,CTP,期货,20,1.0,0.06999999999999999,0.06999999999999999
snefp,snefp,SHFE,CTP,未知,1,10.0,0.0,0.0
cu1707C39000,cu1707C39000,INE,CTP,期权,5,1.0,,
cu1712C34000,cu1712C34000,INE,CTP,期权,5,1.0,,
SP jd1707&jd1708,SP jd1707&jd1708,DCE,CTP,组合,0,1.0,0.0,0.0
cu1711C36000,cu1711C36000,INE,CTP,期权,5,1.0,,
cu1710P43500,cu1710P43500,INE,CTP,期权,5,1.0,,
cu1712C37000,cu1712C37000,INE,CTP,期权,5,1.0,,
SPD RI709&RI801,跨期套利-RI709/RI801,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD RI709&RI803,跨期套利-RI709/RI803,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD RS708&RS711,跨期套利-RS708/RS711,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD RI709&RI805,跨期套利-RI709/RI805,CZCE,CTP,组合,1,1.0,0.0,0.0
m1805-C-2600,m1805-C-2600,DCE,CTP,期权,10,0.5,0.0,0.0
cu1708P41000,cu1708P41000,INE,CTP,期权,5,1.0,,
cu1709C43500,cu1709C43500,INE,CTP,期权,5,1.0,,
SPD RM709&RM801,跨期套利-RM709/RM801,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD RM709&RM803,跨期套利-RM709/RM803,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD RM709&RM805,跨期套利-RM709/RM805,CZCE,CTP,组合,1,1.0,0.0,0.0
m1801-P-3150,m1801-P-3150,DCE,CTP,期权,10,0.5,0.0,0.0
SR811C6500,白糖811买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1709C57000,cu1709C57000,INE,CTP,期权,5,1.0,,
m1801-P-2950,m1801-P-2950,DCE,CTP,期权,10,0.5,0.0,0.0
cu1711C37000,cu1711C37000,INE,CTP,期权,5,1.0,,
SR803P5900,白糖803卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1709P44000,cu1709P44000,INE,CTP,期权,5,1.0,,
SP jd1707&jd1707,SP jd1707&jd1707,DCE,CTP,组合,0,1.0,0.0,0.0
SR711C6200,白糖711买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SR709C6200,白糖709买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SR801C6800,白糖801买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD SF706&SF805,跨期套利-SF706/SF805,CZCE,CTP,组合,1,2.0,0.0,0.0
cu1710C48500,cu1710C48500,INE,CTP,期权,5,1.0,,
SPD SF706&SF803,跨期套利-SF706/SF803,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SF706&SF802,跨期套利-SF706/SF802,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SF706&SF801,跨期套利-SF706/SF801,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD RS707&RS708,跨期套利-RS707/RS708,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD RM803&RM805,跨期套利-RM803/RM805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD WH707&WH803,跨期套利-WH707/WH803,CZCE,CTP,组合,1,1.0,0.0,0.0
SP jd1711&jd1804,SP jd1711&jd1804,DCE,CTP,组合,0,1.0,0.0,0.0
SPD WH707&WH801,跨期套利-WH707/WH801,CZCE,CTP,组合,1,1.0,0.0,0.0
SP jd1711&jd1802,SP jd1711&jd1802,DCE,CTP,组合,0,1.0,0.0,0.0
SP jd1711&jd1803,SP jd1711&jd1803,DCE,CTP,组合,0,1.0,0.0,0.0
SP jd1711&jd1801,SP jd1711&jd1801,DCE,CTP,组合,0,1.0,0.0,0.0
SPD RS709&RS711,跨期套利-RS709/RS711,CZCE,CTP,组合,1,1.0,0.0,0.0
SPC a1805&m1805,SPC a1805&m1805,DCE,CTP,组合,0,1.0,0.0,0.0
m1712-P-2750,m1712-P-2750,DCE,CTP,期权,10,0.5,0.0,0.0
m1805-P-3000,m1805-P-3000,DCE,CTP,期权,10,0.5,0.0,0.0
cu1707P45000,cu1707P45000,INE,CTP,期权,5,1.0,,
SPD SF710&SF711,跨期套利-SF710/SF711,CZCE,CTP,组合,1,2.0,0.0,0.0
cu1712P37000,cu1712P37000,INE,CTP,期权,5,1.0,,
cu1711P37000,cu1711P37000,INE,CTP,期权,5,1.0,,
cu1707C33500,cu1707C33500,INE,CTP,期权,5,1.0,,
SR801C5900,白糖801买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1711C41000,cu1711C41000,INE,CTP,期权,5,1.0,,
m1803-C-2500,m1803-C-2500,DCE,CTP,期权,10,0.5,0.0,0.0
SPD MA804&MA806,跨期套利-MA804/MA806,CZCE,CTP,组合,1,1.0,0.0,0.0
SR711P5800,白糖711卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1707P38000,cu1707P38000,INE,CTP,期权,5,1.0,,
bu1712,石油沥青1712,SHFE,CTP,期货,10,2.0,0.08,0.08
bu1710,石油沥青1710,SHFE,CTP,期货,10,2.0,0.08,0.08
bu1711,石油沥青1711,SHFE,CTP,期货,10,2.0,0.08,0.08
SPD ZC709&ZC801,跨期套利-ZC709/ZC801,CZCE,CTP,组合,1,0.2,0.0,0.0
cu1712C39500,cu1712C39500,INE,CTP,期权,5,1.0,,
SP jd1710&jd1711,SP jd1710&jd1711,DCE,CTP,组合,0,1.0,0.0,0.0
SPD ZC709&ZC802,跨期套利-ZC709/ZC802,CZCE,CTP,组合,1,0.2,0.0,0.0
SR801P7100,白糖801卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SP jd1710&jd1712,SP jd1710&jd1712,DCE,CTP,组合,0,1.0,0.0,0.0
SPD TA708&TA804,跨期套利-TA708/TA804,CZCE,CTP,组合,1,2.0,0.0,0.0
SR711C7000,白糖711买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD ZC802&ZC805,跨期套利-ZC802/ZC805,CZCE,CTP,组合,1,0.2,0.0,0.0
SPD ZC802&ZC806,跨期套利-ZC802/ZC806,CZCE,CTP,组合,1,0.2,0.0,0.0
SPD ZC802&ZC807,跨期套利-ZC802/ZC807,CZCE,CTP,组合,1,0.2,0.0,0.0
SPD TA708&TA711,跨期套利-TA708/TA711,CZCE,CTP,组合,1,2.0,0.0,0.0
SR711P7200,白糖711卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD TA708&TA712,跨期套利-TA708/TA712,CZCE,CTP,组合,1,2.0,0.0,0.0
sc1809,原油1809,INE,CTP,期货,1000,0.1,0.05,0.05
SPD TA708&TA806,跨期套利-TA708/TA806,CZCE,CTP,组合,1,2.0,0.0,0.0
cu1709P55000,cu1709P55000,INE,CTP,期权,5,1.0,,
sc1803,原油1803,INE,CTP,期货,1000,0.1,0.05,0.05
sc1802,原油1802,INE,CTP,期货,1000,0.1,0.05,0.05
sc1801,原油1801,INE,CTP,期货,1000,0.1,0.05,0.05
m1709-P-2500,m1709-P-2500,DCE,CTP,期权,10,0.5,0.0,0.0
sc1807,原油1807,INE,CTP,期货,1000,0.1,0.05,0.05
sc1806,原油1806,INE,CTP,期货,1000,0.1,0.05,0.05
sc1805,原油1805,INE,CTP,期货,1000,0.1,0.05,0.05
sc1804,原油1804,INE,CTP,期货,1000,0.1,0.05,0.05
SR811P7300,白糖811卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD TA708&TA803,跨期套利-TA708/TA803,CZCE,CTP,组合,1,2.0,0.0,0.0
au1707C45,au1707C45,INE,CTP,期权,1000,0.01,,
cs1711,玉米淀粉1711,DCE,CTP,期货,10,1.0,0.06999999999999999,0.06999999999999999
cu1709P47000,cu1709P47000,INE,CTP,期权,5,1.0,,
au1707C40,au1707C40,INE,CTP,期权,1000,0.01,,
SPC fb1801&bb1801,SPC fb1801&bb1801,DCE,CTP,组合,0,0.05,0.0,0.0
SPD RI711&RI803,跨期套利-RI711/RI803,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD RI711&RI801,跨期套利-RI711/RI801,CZCE,CTP,组合,1,1.0,0.0,0.0
m1805-C-2850,m1805-C-2850,DCE,CTP,期权,10,0.5,0.0,0.0
SPD RI711&RI805,跨期套利-RI711/RI805,CZCE,CTP,组合,1,1.0,0.0,0.0
ru1710,天然橡胶1710,SHFE,CTP,期货,10,5.0,0.09,0.09
cu1709P41500,cu1709P41500,INE,CTP,期权,5,1.0,,
SPD JR801&JR805,跨期套利-JR801/JR805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD JR801&JR803,跨期套利-JR801/JR803,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD PM711&PM803,跨期套利-PM711/PM803,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD PM711&PM801,跨期套利-PM711/PM801,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD PM711&PM805,跨期套利-PM711/PM805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD PM803&PM805,跨期套利-PM803/PM805,CZCE,CTP,组合,1,1.0,0.0,0.0
SR807P7200,白糖807卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SR811C7100,白糖811买权,CZCE,CTP,期权,10,0.5,0.0,0.0
l1710,线型低密度聚乙烯1710,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
l1711,线型低密度聚乙烯1711,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
SR709P6000,白糖709卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPC a1801&m1801,SPC a1801&m1801,DCE,CTP,组合,0,1.0,0.0,0.0
SP m1707&m1707,SP m1707&m1707,DCE,CTP,组合,0,1.0,0.0,0.0
MA712,甲醇712,CZCE,CTP,期货,10,1.0,0.06999999999999999,0.06999999999999999
MA711,甲醇711,CZCE,CTP,期货,10,1.0,0.06999999999999999,0.06999999999999999
m1709-P-2650,m1709-P-2650,DCE,CTP,期权,10,0.5,0.0,0.0
au1708P95,au1708P95,INE,CTP,期权,1000,0.01,,
cu1707P35500,cu1707P35500,INE,CTP,期权,5,1.0,,
au1708C150,au1708C150,INE,CTP,期权,1000,0.01,,
au1708P90,au1708P90,INE,CTP,期权,1000,0.01,,
au1708C155,au1708C155,INE,CTP,期权,1000,0.01,,
au1708P140,au1708P140,INE,CTP,期权,1000,0.01,,
au1708P145,au1708P145,INE,CTP,期权,1000,0.01,,
v1711,聚氯乙烯1711,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
SR711P6000,白糖711卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1708P42500,cu1708P42500,INE,CTP,期权,5,1.0,,
SP jm1709&jm1711,SP jm1709&jm1711,DCE,CTP,组合,0,0.5,0.0,0.0
v1712,聚氯乙烯1712,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
SP jm1709&jm1712,SP jm1709&jm1712,DCE,CTP,组合,0,0.5,0.0,0.0
cu1709C47500,cu1709C47500,INE,CTP,期权,5,1.0,,
SR805C6700,白糖805买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1709P58000,cu1709P58000,INE,CTP,期权,5,1.0,,
l1803,线型低密度聚乙烯1803,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
l1801,线型低密度聚乙烯1801,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
l1806,线型低密度聚乙烯1806,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
l1804,线型低密度聚乙烯1804,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
l1805,线型低密度聚乙烯1805,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
SPD SR809&SR811,跨期套利-SR809/SR811,CZCE,CTP,组合,1,1.0,0.0,0.0
TF1712,5年期国债1712,CFFEX,CTP,期货,10000,0.005,0.012,0.012
cu1712C35500,cu1712C35500,INE,CTP,期权,5,1.0,,
SPD LR707&LR711,跨期套利-LR707/LR711,CZCE,CTP,组合,1,1.0,0.0,0.0
m1801-C-3150,m1801-C-3150,DCE,CTP,期权,10,0.5,0.0,0.0
v1804,聚氯乙烯1804,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
v1805,聚氯乙烯1805,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
v1806,聚氯乙烯1806,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
v1801,聚氯乙烯1801,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
v1802,聚氯乙烯1802,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
v1803,聚氯乙烯1803,DCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
cu1708P40500,cu1708P40500,INE,CTP,期权,5,1.0,,
SP pp1707&pp1803,SP pp1707&pp1803,DCE,CTP,组合,0,1.0,0.0,0.0
m1709-C-3050,m1709-C-3050,DCE,CTP,期权,10,0.5,0.0,0.0
SR805C6400,白糖805买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SR709C7300,白糖709买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SP c1805&c1805,SP c1805&c1805,DCE,CTP,组合,0,1.0,0.0,0.0
cu1707C30500,cu1707C30500,INE,CTP,期权,5,1.0,,
SR805P7300,白糖805卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD TA801&TA804,跨期套利-TA801/TA804,CZCE,CTP,组合,1,2.0,0.0,0.0
cu1709P45500,cu1709P45500,INE,CTP,期权,5,1.0,,
au1804P95,au1804P95,INE,CTP,期权,1000,0.01,,
SP i1709&i1712,SP i1709&i1712,DCE,CTP,组合,0,0.5,0.0,0.0
SP i1709&i1711,SP i1709&i1711,DCE,CTP,组合,0,0.5,0.0,0.0
SPD MA706&MA707,跨期套利-MA706/MA707,CZCE,CTP,组合,1,1.0,0.0,0.0
au1804P90,au1804P90,INE,CTP,期权,1000,0.01,,
SR803P7100,白糖803卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD MA706&MA709,跨期套利-MA706/MA709,CZCE,CTP,组合,1,1.0,0.0,0.0
au1708P70,au1708P70,INE,CTP,期权,1000,0.01,,
m1711-P-2450,m1711-P-2450,DCE,CTP,期权,10,0.5,0.0,0.0
au1708P75,au1708P75,INE,CTP,期权,1000,0.01,,
cu1712P35500,cu1712P35500,INE,CTP,期权,5,1.0,,
b1711,黄大豆2号1711,DCE,CTP,期货,10,1.0,0.05,0.05
SR807C6100,白糖807买权,CZCE,CTP,期权,10,0.5,0.0,0.0
m1805-P-2500,m1805-P-2500,DCE,CTP,期权,10,0.5,0.0,0.0
SP p1710&p1712,SP p1710&p1712,DCE,CTP,组合,0,2.0,0.0,0.0
au1708C80,au1708C80,INE,CTP,期权,1000,0.01,,
SPD ZC710&ZC807,跨期套利-ZC710/ZC807,CZCE,CTP,组合,1,0.2,0.0,0.0
SPD ZC710&ZC804,跨期套利-ZC710/ZC804,CZCE,CTP,组合,1,0.2,0.0,0.0
SPD ZC710&ZC805,跨期套利-ZC710/ZC805,CZCE,CTP,组合,1,0.2,0.0,0.0
SPD ZC710&ZC802,跨期套利-ZC710/ZC802,CZCE,CTP,组合,1,0.2,0.0,0.0
au1708C85,au1708C85,INE,CTP,期权,1000,0.01,,
SPD ZC710&ZC801,跨期套利-ZC710/ZC801,CZCE,CTP,组合,1,0.2,0.0,0.0
cu1707C47000,cu1707C47000,INE,CTP,期权,5,1.0,,
cu1707C34500,cu1707C34500,INE,CTP,期权,5,1.0,,
SPD FG706&FG707,跨期套利-FG706/FG707,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG706&FG708,跨期套利-FG706/FG708,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG706&FG709,跨期套利-FG706/FG709,CZCE,CTP,组合,1,1.0,0.0,0.0
cu1710P44500,cu1710P44500,INE,CTP,期权,5,1.0,,
cu1707C28000,cu1707C28000,INE,CTP,期权,5,1.0,,
SPD TA801&TA802,跨期套利-TA801/TA802,CZCE,CTP,组合,1,2.0,0.0,0.0
wr1712,线材1712,SHFE,CTP,期货,10,1.0,0.2,0.2
cu1707P39500,cu1707P39500,INE,CTP,期权,5,1.0,,
wr1711,线材1711,SHFE,CTP,期货,10,1.0,0.2,0.2
SP cs1709&cs1709,SP cs1709&cs1709,DCE,CTP,组合,0,1.0,0.0,0.0
SPD OI711&OI805,跨期套利-OI711/OI805,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD OI711&OI803,跨期套利-OI711/OI803,CZCE,CTP,组合,1,2.0,0.0,0.0
SR811C6000,白糖811买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD OI711&OI801,跨期套利-OI711/OI801,CZCE,CTP,组合,1,2.0,0.0,0.0
LR805,晚籼稻805,CZCE,CTP,期货,20,1.0,0.05,0.05
LR803,晚籼稻803,CZCE,CTP,期货,20,1.0,0.05,0.05
LR801,晚籼稻801,CZCE,CTP,期货,20,1.0,0.05,0.05
SPD WH707&WH805,跨期套利-WH707/WH805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD MA708&MA805,跨期套利-MA708/MA805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD MA708&MA804,跨期套利-MA708/MA804,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD RS708&RS709,跨期套利-RS708/RS709,CZCE,CTP,组合,1,1.0,0.0,0.0
m1708-C-2400,m1708-C-2400,DCE,CTP,期权,10,0.5,0.0,0.0
SR807P5900,白糖807卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD MA708&MA803,跨期套利-MA708/MA803,CZCE,CTP,组合,1,1.0,0.0,0.0
cu1708C50000,cu1708C50000,INE,CTP,期权,5,1.0,,
SR807P7100,白糖807卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1708P49000,cu1708P49000,INE,CTP,期权,5,1.0,,
m1711-C-3100,m1711-C-3100,DCE,CTP,期权,10,0.5,0.0,0.0
ag1706,白银1706,SHFE,CTP,期货,15,1.0,0.08,0.08
ag1707,白银1707,SHFE,CTP,期货,15,1.0,0.15,0.15
TA707,精对苯二甲酸707,CZCE,CTP,期货,5,2.0,0.2,0.2
TA706,化纤706,CZCE,CTP,期货,5,2.0,0.05,0.05
cu1709C53000,cu1709C53000,INE,CTP,期权,5,1.0,,
SR801C6600,白糖801买权,CZCE,CTP,期权,10,0.5,0.0,0.0
TA709,精对苯二甲酸709,CZCE,CTP,期货,5,2.0,0.06,0.06
TA708,精对苯二甲酸708,CZCE,CTP,期货,5,2.0,0.06,0.06
ag1708,白银1708,SHFE,CTP,期货,15,1.0,0.1,0.1
ag1709,白银1709,SHFE,CTP,期货,15,1.0,0.06999999999999999,0.06999999999999999
SPD ZC711&ZC712,跨期套利-ZC711/ZC712,CZCE,CTP,组合,1,0.2,0.0,0.0
SR805P6300,白糖805卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD ZC711&ZC802,跨期套利-ZC711/ZC802,CZCE,CTP,组合,1,0.2,0.0,0.0
SR803P6500,白糖803卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD SF709&SF710,跨期套利-SF709/SF710,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SF709&SF711,跨期套利-SF709/SF711,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SF709&SF712,跨期套利-SF709/SF712,CZCE,CTP,组合,1,2.0,0.0,0.0
